       8,   0.021547,   0.073308,   0.976561
      10,   0.019227,   0.074773,   0.975340
      12,   0.020448,   0.074406,   0.977538
      13,   0.023378,   0.074406,   0.983397
      14,   0.023988,   0.074773,   0.979369
      15,   0.022035,   0.074040,   0.972899
      17,   0.022279,   0.071721,   0.972899
      18,   0.023744,   0.072453,   0.972533
      19,   0.025331,   0.073186,   0.970213
      20,   0.023744,   0.071599,   0.968504
      22,   0.020814,   0.071965,   0.968016
      23,   0.020204,   0.073186,   0.968016
      24,   0.020326,   0.072209,   0.967894
      25,   0.020692,   0.071599,   0.968870
      27,   0.023134,   0.072087,   0.972533
      28,   0.026064,   0.073063,   0.978270
      29,   0.025819,   0.074040,   0.981322
      31,   0.023500,   0.074528,   0.978026
      32,   0.023378,   0.076848,   0.975462
      34,   0.024721,   0.077092,   0.978636
      36,   0.024354,   0.073796,   0.979613
      39,   0.021181,   0.074651,   0.975707
      41,   0.019838,   0.073063,   0.978514
      42,   0.020326,   0.077458,   0.965818
      43,   0.017518,   0.078679,   0.966795
      44,   0.017518,   0.078679,   0.969603
      46,   0.020448,   0.077947,   0.969358
      47,   0.021303,   0.073430,   0.965086
      48,   0.020448,   0.069157,   0.966551
      49,   0.022401,   0.068791,   0.972044
      50,   0.024477,   0.071232,   0.975829
      52,   0.024721,   0.075871,   0.971678
      53,   0.024599,   0.078679,   0.970823
      54,   0.023134,   0.078557,   0.975340
      58,   0.021425,   0.075261,   0.981810
      59,   0.023866,   0.073796,   0.976439
      60,   0.023622,   0.072209,   0.978636
      62,   0.022035,   0.074406,   0.982177
      64,   0.021181,   0.076360,   0.972410
      65,   0.021669,   0.076726,   0.968016
      68,   0.022157,   0.075993,   0.973387
      69,   0.022645,   0.075139,   0.974364
      70,   0.022279,   0.074162,   0.971312
      72,   0.019838,   0.072941,   0.968626
      73,   0.020082,   0.074651,   0.968138
      74,   0.021913,   0.075871,   0.967405
      75,   0.023134,   0.073674,   0.967527
      77,   0.023256,   0.069645,   0.971922
      78,   0.024110,   0.068303,   0.977049
      79,   0.023500,   0.069767,   0.978026
      80,   0.021181,   0.073186,   0.977293
      82,   0.020082,   0.074773,   0.976317
      83,   0.019593,   0.072697,   0.977293
      87,   0.019716,   0.071232,   0.978392
      88,   0.019349,   0.074162,   0.975340
      89,   0.020204,   0.077458,   0.976073
      90,   0.024721,   0.070622,   0.974364
