       8,   0.030336,  -0.713483,  -0.716780
      11,   0.028993,  -0.709455,  -0.718122
      11,   0.028017,  -0.706037,  -0.720320
      12,   0.030581,  -0.705548,  -0.722883
      13,   0.032290,  -0.710554,  -0.723616
      13,   0.032290,  -0.714338,  -0.721418
      14,   0.030336,  -0.711652,  -0.720076
      14,   0.026308,  -0.715559,  -0.722273
      15,   0.023500,  -0.722273,  -0.725203
      17,   0.025087,  -0.725447,  -0.726912
      18,   0.028871,  -0.722761,  -0.725813
      19,   0.031191,  -0.719343,  -0.719709
      20,   0.031313,  -0.718611,  -0.714948
      22,   0.031069,  -0.717878,  -0.716902
      23,   0.028993,  -0.715193,  -0.719832
      24,   0.026186,  -0.711774,  -0.719954
      25,   0.025697,  -0.710920,  -0.719221
      27,   0.025819,  -0.714460,  -0.720076
      28,   0.026674,  -0.716902,  -0.719954
      29,   0.028261,  -0.714704,  -0.716902
      30,   0.029970,  -0.712385,  -0.715070
      32,   0.030214,  -0.713728,  -0.715559
      33,   0.028993,  -0.716658,  -0.717878
      34,   0.028627,  -0.717634,  -0.720564
      35,   0.029604,  -0.717146,  -0.721663
      37,   0.031435,  -0.716902,  -0.722151
      38,   0.033999,  -0.717146,  -0.723250
      39,   0.035830,  -0.717878,  -0.721785
      40,   0.036318,  -0.720198,  -0.719832
      42,   0.035097,  -0.721052,  -0.719954
      43,   0.031923,  -0.719709,  -0.720686
      44,   0.029238,  -0.719832,  -0.721418
      45,   0.027773,  -0.719099,  -0.721418
      47,   0.028749,  -0.715193,  -0.719343
      48,   0.030581,  -0.710065,  -0.715925
      49,   0.029726,  -0.707746,  -0.714826
      50,   0.027529,  -0.710310,  -0.717512
      52,   0.026308,  -0.713972,  -0.720198
      53,   0.026186,  -0.714826,  -0.719709
      54,   0.028993,  -0.714460,  -0.717878
      55,   0.032045,  -0.715681,  -0.716902
      57,   0.031313,  -0.716047,  -0.717268
      58,   0.028871,  -0.715193,  -0.718855
      59,   0.028017,  -0.713117,  -0.720686
      60,   0.029848,  -0.712873,  -0.722029
      62,   0.032900,  -0.718977,  -0.721663
      63,   0.033877,  -0.722639,  -0.721663
      64,   0.032778,  -0.718977,  -0.722151
      65,   0.030458,  -0.716658,  -0.719709
      67,   0.028261,  -0.718245,  -0.719465
      68,   0.027651,  -0.719465,  -0.721418
      69,   0.027773,  -0.717634,  -0.721052
      70,   0.027406,  -0.715193,  -0.719832
      72,   0.027651,  -0.715070,  -0.718367
      73,   0.028749,  -0.716291,  -0.717390
      74,   0.028017,  -0.716535,  -0.717512
      75,   0.026064,  -0.716658,  -0.718977
      77,   0.024232,  -0.714216,  -0.720442
      78,   0.024110,  -0.709943,  -0.719832
      79,   0.025941,  -0.708356,  -0.718245
      80,   0.027773,  -0.708356,  -0.718733
      82,   0.030336,  -0.708845,  -0.721052
      83,   0.032412,  -0.709577,  -0.722639
      84,   0.032167,  -0.711286,  -0.721785
      85,   0.029116,  -0.714948,  -0.721541
      87,   0.024965,  -0.718000,  -0.723372
      88,   0.024110,  -0.717878,  -0.723128
      89,   0.027284,  -0.715559,  -0.721541
      90,   0.029360,  -0.715315,  -0.721663
      92,   0.030336,  -0.716169,  -0.721785
      93,   0.031557,  -0.715925,  -0.721418
      94,   0.029116,  -0.718733,  -0.721541
      95,   0.025697,  -0.722029,  -0.721663
      97,   0.026674,  -0.723738,  -0.721174
      98,   0.028627,  -0.723372,  -0.718000
      99,   0.028871,  -0.719099,  -0.715925
     100,   0.029604,  -0.713606,  -0.717024
     102,   0.029726,  -0.709699,  -0.717268
     103,   0.028383,  -0.709211,  -0.717390
     104,   0.026308,  -0.711286,  -0.718367
     105,   0.025331,  -0.712019,  -0.719954
     107,   0.026430,  -0.711896,  -0.722151
     108,   0.028505,  -0.713850,  -0.723128
     109,   0.030336,  -0.717512,  -0.722029
     110,   0.030581,  -0.719587,  -0.720808
     112,   0.028627,  -0.717390,  -0.719832
     113,   0.027162,  -0.713972,  -0.719099
     114,   0.027773,  -0.713972,  -0.718122
     115,   0.028871,  -0.714216,  -0.718733
     117,   0.029604,  -0.712995,  -0.720930
     118,   0.029604,  -0.713239,  -0.721418
     119,   0.028505,  -0.713972,  -0.720442
     120,   0.028993,  -0.714704,  -0.719709
     122,   0.030092,  -0.716780,  -0.720442
     123,   0.029360,  -0.717634,  -0.721663
     124,   0.028383,  -0.716413,  -0.721052
     125,   0.026552,  -0.714460,  -0.717756
     127,   0.023622,  -0.711896,  -0.714460
     128,   0.024110,  -0.710310,  -0.715070
     129,   0.027529,  -0.710554,  -0.718733
     130,   0.029238,  -0.711652,  -0.720930
     132,   0.028505,  -0.713606,  -0.719343
     133,   0.026308,  -0.714216,  -0.718367
     134,   0.025819,  -0.711652,  -0.720442
     135,   0.027651,  -0.709577,  -0.722883
     137,   0.028749,  -0.711286,  -0.725935
     138,   0.027651,  -0.712019,  -0.727278
     139,   0.027284,  -0.713117,  -0.723860
     140,   0.028749,  -0.716658,  -0.719099
     142,   0.030092,  -0.720686,  -0.718367
     143,   0.029848,  -0.722151,  -0.719465
     144,   0.028505,  -0.718977,  -0.719832
     145,   0.027040,  -0.713728,  -0.719954
     147,   0.026552,  -0.712629,  -0.719587
     148,   0.027284,  -0.716535,  -0.718977
     149,   0.028505,  -0.718000,  -0.719221
     153,   0.028749,  -0.716535,  -0.721174
     154,   0.028383,  -0.712995,  -0.722151
     157,   0.028627,  -0.713361,  -0.718977
     158,   0.027406,  -0.713483,  -0.717512
     159,   0.028871,  -0.711652,  -0.718245
     160,   0.033022,  -0.711652,  -0.723128
     162,   0.032412,  -0.714338,  -0.723982
     163,   0.029116,  -0.716413,  -0.721785
     164,   0.027529,  -0.717756,  -0.720320
     165,   0.027773,  -0.717634,  -0.718977
     167,   0.026918,  -0.716902,  -0.718245
     168,   0.028627,  -0.717512,  -0.720686
     169,   0.033388,  -0.716535,  -0.722029
     170,   0.034487,  -0.714826,  -0.721296
     172,   0.031923,  -0.716780,  -0.722761
     173,   0.028871,  -0.719954,  -0.724470
     174,   0.026186,  -0.718855,  -0.724593
     175,   0.025819,  -0.717024,  -0.723128
     177,   0.027162,  -0.718611,  -0.720442
     178,   0.028993,  -0.720198,  -0.719343
     179,   0.029970,  -0.718489,  -0.720198
     180,   0.029604,  -0.715437,  -0.720564
     182,   0.029848,  -0.715681,  -0.718245
     183,   0.030458,  -0.717146,  -0.715925
     184,   0.029604,  -0.717878,  -0.716902
     185,   0.028261,  -0.716780,  -0.718245
     187,   0.028993,  -0.714826,  -0.719221
     188,   0.031801,  -0.714460,  -0.720808
     189,   0.034487,  -0.716291,  -0.720198
     190,   0.033754,  -0.718611,  -0.719709
     192,   0.030336,  -0.717756,  -0.720198
     193,   0.028505,  -0.716902,  -0.717756
