      26,   -0.003784,   0.003174,  -0.003052
      26,   -0.004028,   0.003052,  -0.002930
      27,   -0.004395,   0.003174,  -0.002930
      28,   -0.004395,   0.003296,  -0.003174
      31,   -0.003784,   0.003418,  -0.003540
      32,   -0.004028,   0.003296,  -0.003418
      33,   -0.004028,   0.003174,  -0.003662
      35,   -0.004150,   0.002930,  -0.003662
      37,   -0.004272,   0.002808,  -0.003662
      38,   -0.004517,   0.002808,  -0.003540
      41,   -0.004517,   0.002930,  -0.003540
      43,   -0.004272,   0.002808,  -0.003296
      45,   -0.004028,   0.002686,  -0.003052
      46,   -0.003784,   0.002808,  -0.002930
      47,   -0.003784,   0.002930,  -0.002808
      48,   -0.003662,   0.002808,  -0.002808
      52,   -0.003540,   0.002441,  -0.002686
      57,   -0.003418,   0.002319,  -0.002319
      58,   -0.002686,   0.002686,  -0.001831
      65,   -0.002563,   0.002563,  -0.001221
      71,   -0.002686,   0.002197,  -0.000854
      72,   -0.002441,   0.002319,  -0.000488
      73,   -0.002441,   0.002563,   0.000366
      76,   -0.002319,   0.002686,   0.000854
      77,   -0.002197,   0.002686,   0.001099
      81,   -0.002075,   0.002686,   0.001587
      82,   -0.001831,   0.002441,   0.002075
      83,   -0.001465,   0.002319,   0.002197
      86,   -0.001099,   0.002319,   0.002563
      88,   -0.000732,   0.002563,   0.002686
      91,   -0.000244,   0.002686,   0.002686
      92,    0.000000,   0.002808,   0.002808
      96,    0.000488,   0.003052,   0.003052
      98,    0.000488,   0.002930,   0.003296
     102,    0.000488,   0.003052,   0.002930
     103,    0.000244,   0.003052,   0.003052
     105,   -0.000366,   0.003052,   0.003052
     106,   -0.000854,   0.003052,   0.002930
     107,   -0.001099,   0.003052,   0.003052
     111,   -0.001587,   0.003174,   0.003052
     120,   -0.002075,   0.003174,   0.002686
     121,   -0.002075,   0.003174,   0.002808
     122,   -0.001221,   0.003174,   0.002319
     123,   -0.001099,   0.003296,   0.002197
     127,   -0.001099,   0.003296,   0.001953
     128,   -0.000854,   0.003296,   0.001709
     130,   -0.000122,   0.003418,   0.001709
     131,    0.000244,   0.003418,   0.001709
     132,    0.000366,   0.003540,   0.001465
     133,    0.000488,   0.003296,   0.001465
     136,    0.000610,   0.003296,   0.001709
     138,    0.000610,   0.003296,   0.001709
     143,    0.000488,   0.003052,   0.001709
     147,    0.000610,   0.003052,   0.001709
     148,    0.000122,   0.003174,   0.001343
     150,   -0.000122,   0.002686,   0.001343
     152,   -0.000366,   0.002686,   0.001099
     153,   -0.000488,   0.002686,   0.001099
     155,   -0.000610,   0.002563,   0.001343
     157,   -0.000122,   0.002563,   0.001343
     158,    0.000000,   0.002563,   0.001221
     160,    0.000000,   0.002563,   0.001221
     165,   -0.000366,   0.002686,   0.001587
     166,   -0.000122,   0.002686,   0.001953
     167,   -0.000122,   0.002563,   0.001343
     168,   -0.000488,   0.002808,   0.001099
     170,   -0.000366,   0.002930,   0.001099
     171,   -0.000366,   0.003052,   0.001343
     172,   -0.000244,   0.003296,   0.001465
     173,   -0.000244,   0.003418,   0.001465
     175,   -0.000244,   0.003418,   0.001465
     176,   -0.000488,   0.003418,   0.001465
     180,   -0.000732,   0.003540,   0.001465
     182,   -0.000977,   0.003906,   0.001343
     185,   -0.000977,   0.004150,   0.000977
     188,   -0.001221,   0.004395,   0.001221
     191,   -0.000977,   0.004883,   0.001465
     192,   -0.000854,   0.005127,   0.001709
     193,   -0.000854,   0.006104,   0.002319
     202,   -0.000732,   0.006348,   0.002563
     205,   -0.000488,   0.006470,   0.002563
     206,    0.000122,   0.006592,   0.003906
     207,    0.000977,   0.006226,   0.005737
     210,    0.001099,   0.006348,   0.006714
     212,    0.001343,   0.006348,   0.007202
     213,    0.001709,   0.005981,   0.007690
     215,    0.001709,   0.005249,   0.008667
     216,    0.001465,   0.004883,   0.009277
     217,    0.001465,   0.004883,   0.009766
     222,    0.001587,   0.004639,   0.010132
